Year,Week,Load 1,Discharge 1,Voyage 1,Line 1,Load 2,Discharge 2,Voyage 2,Line 2,Full/Empty,ContainerType,ContainerSize,Owner,ContractType,Total
2025,4,IS VES,FO THO,LAG504,Yellow Line,FO THO,IS REY,SKO503,Yellow Line,F,45R1,40.0,CARRIER,LONG,1
2025,4,IS VES,FO THO,LAG504,Yellow Line,FO THO,DE BRV,BRU503,Red Line,F,45R1,40.0,CARRIER,LONG,1
2025,4,NL RTM,IS GRT,JOR503,Blue Line,,,,,F,22G1,20.0,LEASED,PURCHASE,1
2025,4,NL RTM,IS GRT,JOR503,Blue Line,,,,,E,45P3,40.0,CARRIER,LONG,14
2025,4,NL RTM,IS GRT,JOR503,Blue Line,,,,,E,42P3,40.0,CARRIER,LONG,5
2025,4,NL RTM,IS GRT,JOR503,Blue Line,,,,,E,22GB,20.0,LEASED,MASTER,2
2025,4,NL RTM,IS GRT,JOR503,Blue Line,,,,,E,22G1,20.0,LEASED,MASTER,1
2025,4,NL RTM,IS GRT,JOR503,Blue Line,,,,,E,22G1,20.0,LEASED,PURCHASE,1
2025,4,NL RTM,IS REY,JOR503,Blue Line,,,,,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,8
2025,4,NL RTM,IS REY,JOR503,Blue Line,IS REY,FO THO,SKO505,Yellow Line,F,22U1,20.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,NL RTM,IS REY,JOR503,Blue Line,,,,,F,42G1,40.0,CARRIER,CABOTAGE,1
2025,4,NL RTM,IS REY,JOR503,Blue Line,,,,,F,42U1,40.0,CARRIER,LONG,1
2025,4,NL RTM,IS REY,JOR503,Blue Line,,,,,F,4EG1,40.0,CARRIER,LONG,8
2025,4,NL RTM,IS REY,JOR503,Blue Line,,,,,F,45R1,40.0,CARRIER,LONG,6
2025,4,NL RTM,IS REY,JOR503,Blue Line,IS REY,IS RFJ,DET504,Red Line,F,45R1,40.0,CARRIER,LONG,1
2025,4,NL RTM,IS REY,JOR503,Blue Line,,,,,F,4EG1,40.0,LEASED,MASTER,1
2025,4,NL RTM,IS REY,JOR503,Blue Line,,,,,F,22G1,20.0,LEASED,MASTER,1
2025,4,NL RTM,IS REY,JOR503,Blue Line,,,,,F,22K0,20.0,SHIPPER,,2
2025,4,NL RTM,IS REY,JOR503,Blue Line,,,,,E,LNRB,45.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,NL RTM,IS REY,JOR503,Blue Line,,,,,E,45R1,40.0,CARRIER,LONG,2
2025,4,SE HEL,DK AAR,SKO503,Yellow Line,DK AAR,IS REY,TUK502,Red Line,F,22G1,20.0,CARRIER,PURCHASE_AGREEMENT,2
2025,4,SE HEL,DK AAR,SKO503,Yellow Line,DK AAR,IS REY,TUK502,Red Line,F,45G1,40.0,CARRIER,LONG,10
2025,4,SE HEL,DK AAR,SKO503,Yellow Line,DK AAR,IS REY,TUK502,Red Line,F,4EG1,40.0,CARRIER,LONG,1
2025,4,SE HEL,IS REY,SKO503,Yellow Line,,,,,F,45G1,40.0,CARRIER,LONG,5
2025,4,SE HEL,IS REY,SKO503,Yellow Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,3
2025,4,SE HEL,IS REY,SKO503,Yellow Line,,,,,F,45G1,40.0,LEASED,MASTER,1
2025,4,US PWM,CA NWP,VIV503,Green Line,,,,,E,42U1,40.0,CARRIER,LONG,1
2025,4,US PWM,IS REY,VIV503,Green Line,,,,,E,45G1,40.0,CARRIER,CABOTAGE,8
2025,4,US PWM,IS REY,VIV503,Green Line,IS REY,GB IMM,LAG506,Yellow Line,F,22G1,20.0,CARRIER,CABOTAGE,1
2025,4,US PWM,IS REY,VIV503,Green Line,IS REY,NL RTM,VED506,Blue Line,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,4,US PWM,IS REY,VIV503,Green Line,IS REY,DE BRV,TUK505,Red Line,F,22G1,20.0,CARRIER,LONG,1
2025,4,US PWM,IS REY,VIV503,Green Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,4,US PWM,IS REY,VIV503,Green Line,IS REY,DE BRV,BRU506,Red Line,F,45R1,40.0,CARRIER,LONG,1
2025,4,US PWM,IS REY,VIV503,Green Line,,,,,E,45G1,40.0,CARRIER,LONG,21
2025,4,US PWM,IS REY,VIV503,Green Line,,,,,E,22G1,20.0,CARRIER,LONG,1
2025,4,US PWM,IS REY,VIV503,Green Line,,,,,E,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,9
2025,4,US PWM,IS REY,VIV503,Green Line,,,,,E,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,5
2025,4,US PWM,IS REY,VIV503,Green Line,,,,,E,45R1,40.0,CARRIER,,1
2025,4,US PWM,IS REY,VIV503,Green Line,,,,,E,45R1,40.0,CARRIER,CABOTAGE,1
2025,5,CA NWP,IS REY,VIV503,Green Line,IS REY,NL RTM,VED506,Blue Line,F,22G1,20.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,CA NWP,IS REY,VIV503,Green Line,IS REY,DK AAR,TUK505,Red Line,F,22G1,20.0,CARRIER,LONG,1
2025,5,CA NWP,IS REY,VIV503,Green Line,IS REY,NL RTM,VED506,Blue Line,F,22G1,20.0,CARRIER,LONG,2
2025,5,CA NWP,IS REY,VIV503,Green Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,CA NWP,IS REY,VIV503,Green Line,IS REY,GB IMM,LAG506,Yellow Line,F,45R1,40.0,CARRIER,LONG,1
2025,5,CA NWP,IS REY,VIV503,Green Line,IS REY,SE HEL,TUK505,Red Line,F,22G1,20.0,LEASED,MASTER,2
2025,5,DE BRV,IS REY,BRU503,Red Line,,,,,F,45P3,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,DE BRV,IS REY,BRU503,Red Line,IS REY,US PWM,AVA507,Green Line,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,2
2025,5,DE BRV,IS REY,BRU503,Red Line,,,,,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,5,DE BRV,IS REY,BRU503,Red Line,IS REY,US PWM,VIV506,Green Line,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,5,DE BRV,IS REY,BRU503,Red Line,IS REY,US PWM,VIV506,Green Line,F,42P3,40.0,CARRIER,CABOTAGE,1
2025,5,DE BRV,IS REY,BRU503,Red Line,,,,,F,22G1,20.0,CARRIER,CABOTAGE,1
2025,5,DE BRV,IS REY,BRU503,Red Line,,,,,F,42P3,40.0,CARRIER,LONG,3
2025,5,DE BRV,IS REY,BRU503,Red Line,,,,,F,45G1,40.0,CARRIER,LONG,2
2025,5,DE BRV,IS REY,BRU503,Red Line,IS REY,IS RFJ,BRU506,Red Line,F,45G1,40.0,CARRIER,LONG,1
2025,5,DE BRV,IS REY,BRU503,Red Line,,,,,F,45G1,40.0,CARRIER,LONG,2
2025,5,DE BRV,IS REY,BRU503,Red Line,,,,,F,45G1,40.0,LEASED,MASTER,1
2025,5,DE BRV,IS REY,BRU503,Red Line,IS REY,US PWM,VIV506,Green Line,F,22G1,20.0,LEASED,MASTER,1
2025,5,DE BRV,SE HEL,BRU503,Red Line,,,,,E,45R1,40.0,CARRIER,LONG,1
2025,5,DK AAR,FO THO,LAG504,Yellow Line,,,,,F,4EG1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,DK AAR,FO THO,LAG504,Yellow Line,,,,,F,22B0,20.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,DK AAR,FO THO,LAG504,Yellow Line,,,,,F,42P3,40.0,CARRIER,CABOTAGE,1
2025,5,DK AAR,FO THO,LAG504,Yellow Line,,,,,F,45G1,40.0,CARRIER,CABOTAGE,6
2025,5,DK AAR,FO THO,LAG504,Yellow Line,,,,,F,45G1,40.0,CARRIER,LONG,4
2025,5,DK AAR,FO THO,LAG504,Yellow Line,,,,,F,22G2,20.0,SHIPPER,,1
2025,5,DK AAR,FO THO,LAG504,Yellow Line,,,,,F,45R1,40.0,LEASED,ONEWAY,9
2025,5,DK AAR,IS REY,BRU503,Red Line,IS REY,IS VES,SKO507,Yellow Line,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,5,DK AAR,IS REY,LAG504,Yellow Line,IS REY,CA NWP,VIV506,Green Line,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,5,DK AAR,IS REY,BRU503,Red Line,IS REY,CA HAL,VIV506,Green Line,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,5,DK AAR,IS REY,BRU503,Red Line,,,,,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,5,DK AAR,IS REY,BRU503,Red Line,IS REY,US PWM,VIV506,Green Line,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,5,DK AAR,IS REY,BRU503,Red Line,IS REY,CA HAL,VIV506,Green Line,F,22G1,20.0,CARRIER,CABOTAGE,1
2025,5,DK AAR,IS REY,BRU503,Red Line,IS REY,CA HAL,VIV509,Green Line,F,22G1,20.0,CARRIER,LONG,1
2025,5,DK AAR,IS REY,BRU503,Red Line,IS REY,IS VES,SKO507,Yellow Line,F,22G1,20.0,CARRIER,LONG,1
2025,5,DK AAR,IS REY,BRU503,Red Line,,,,,F,45R1,40.0,CARRIER,LONG,5
2025,5,DK AAR,IS REY,BRU503,Red Line,,,,,E,45G1,40.0,LEASED,,1
2025,5,FO THO,DE BRV,DET504,Red Line,,,,,F,45R1,40.0,CARRIER,LONG,1
2025,5,FO THO,DK AAR,DET504,Red Line,,,,,E,22G1,20.0,CARRIER,CABOTAGE,1
2025,5,FO THO,DK AAR,DET504,Red Line,,,,,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,5,FO THO,DK AAR,DET504,Red Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,FO THO,DK AAR,DET504,Red Line,,,,,F,22K0,20.0,SHIPPER,,1
2025,5,FO THO,DK AAR,DET504,Red Line,,,,,E,LEG2,45.0,CARRIER,LONG,1
2025,5,FO THO,DK AAR,SKO505,Yellow Line,,,,,F,45R1,40.0,LEASED,ONEWAY,1
2025,5,FO THO,DK AAR,DET504,Red Line,,,,,E,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,2
2025,5,FO THO,GB IMM,SKO505,Yellow Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,FO THO,GB IMM,SKO505,Yellow Line,,,,,F,LNRB,45.0,CARRIER,LONG,3
2025,5,FO THO,GB IMM,SKO505,Yellow Line,,,,,F,45R1,40.0,CARRIER,LONG,1
2025,5,FO THO,IS REY,LAG504,Yellow Line,IS REY,NL RTM,VED506,Blue Line,E,22R1,20.0,LEASED,ONEWAY,1
2025,5,FO THO,IS REY,LAG504,Yellow Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,FO THO,IS REY,LAG504,Yellow Line,IS REY,NL RTM,VED506,Blue Line,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,FO THO,IS REY,LAG504,Yellow Line,IS REY,US PWM,BAK508,Green Line,F,45R1,40.0,CARRIER,LONG,1
2025,5,FO THO,PL SWI,SKO505,Yellow Line,,,,,E,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,2
2025,5,GB IMM,DK AAR,LAG504,Yellow Line,,,,,E,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,4
2025,5,GB IMM,DK AAR,LAG504,Yellow Line,,,,,E,45R1,40.0,CARRIER,LONG,2
2025,5,GB IMM,FO THO,LAG504,Yellow Line,,,,,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,5,GB IMM,FO THO,LAG504,Yellow Line,,,,,E,LNRB,45.0,LEASED,PURCHASE,1
2025,5,GB IMM,IS REY,LAG504,Yellow Line,,,,,E,22G1,20.0,CARRIER,CABOTAGE,1
2025,5,GB IMM,IS REY,LAG504,Yellow Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,GB IMM,IS REY,LAG504,Yellow Line,,,,,F,45R1,40.0,CARRIER,LONG,1
2025,5,GB IMM,IS REY,LAG504,Yellow Line,,,,,E,22H5,20.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,GB IMM,IS REY,LAG504,Yellow Line,,,,,E,22R1,20.0,LEASED,PURCHASE,1
2025,5,GB TEE,IS REY,VED504,Blue Line,,,,,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,5,GB TEE,IS REY,VED504,Blue Line,IS REY,CA HAL,VIV506,Green Line,F,22G1,20.0,CARRIER,LONG,1
2025,5,GB TEE,IS REY,VED504,Blue Line,,,,,F,4EG1,40.0,CARRIER,LONG,1
2025,5,GB TEE,IS REY,VED504,Blue Line,,,,,F,45G1,40.0,CARRIER,LONG,4
2025,5,GB TEE,IS REY,VED504,Blue Line,IS REY,US PWM,VIV506,Green Line,F,22G1,20.0,CARRIER,LONG,1
2025,5,GB TEE,IS REY,VED504,Blue Line,,,,,F,45RB,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,IS GRT,IS REY,JOR505,Blue Line,IS REY,GB IMM,LAG506,Yellow Line,F,22G1,20.0,LEASED,MASTER,1
2025,5,IS GRT,IS REY,JOR505,Blue Line,,,,,E,45G1,40.0,CARRIER,LONG,1
2025,5,IS GRT,NL RTM,JOR505,Blue Line,,,,,E,22G1,20.0,LEASED,ONEWAY,3
2025,5,IS GRT,NL RTM,JOR505,Blue Line,,,,,F,22G1,20.0,CARRIER,CABOTAGE,8
2025,5,IS GRT,NL RTM,JOR505,Blue Line,,,,,F,22GB,20.0,LEASED,MASTER,1
2025,5,IS GRT,NL RTM,JOR505,Blue Line,,,,,F,22G1,20.0,LEASED,ONEWAY,2
2025,5,IS REY,CA NWP,BAK505,Green Line,,,,,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,IS REY,DE BRV,DET504,Red Line,,,,,E,22G1,20.0,CARRIER,CABOTAGE,1
2025,5,IS REY,DE BRV,DET504,Red Line,,,,,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,IS REY,DE BRV,DET504,Red Line,,,,,F,45G1,40.0,LEASED,ONEWAY,1
2025,5,IS REY,DK AAR,DET504,Red Line,,,,,E,45G1,40.0,LEASED,ONEWAY,1
2025,5,IS REY,DK AAR,DET504,Red Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,IS REY,DK AAR,DET504,Red Line,,,,,F,22K0,20.0,SHIPPER,,1
2025,5,IS REY,DK AAR,DET504,Red Line,,,,,E,45P3,40.0,CARRIER,LONG,2
2025,5,IS REY,FO THO,SKO505,Yellow Line,,,,,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,IS REY,FO THO,DET504,Red Line,,,,,F,45R1,40.0,CARRIER,LONG,2
2025,5,IS REY,GB IMM,SKO505,Yellow Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,IS REY,IS RFJ,DET504,Red Line,,,,,E,45R1,40.0,LEASED,ONEWAY,12
2025,5,IS REY,IS RFJ,DET504,Red Line,,,,,F,45R1,40.0,CARRIER,LONG,1
2025,5,IS REY,IS VES,SKO505,Yellow Line,,,,,F,45G1,40.0,CARRIER,LONG,1
2025,5,IS REY,IS VES,SKO505,Yellow Line,,,,,F,45R1,40.0,LEASED,ONEWAY,1
2025,5,IS REY,NL RTM,JOR505,Blue Line,,,,,E,45G1,40.0,CARRIER,CABOTAGE,1
2025,5,IS REY,NL RTM,JOR505,Blue Line,,,,,F,42U1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,IS REY,NL RTM,JOR505,Blue Line,,,,,F,45G1,40.0,CARRIER,LONG,3
2025,5,IS REY,NL RTM,JOR505,Blue Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,9
2025,5,IS REY,NL RTM,JOR505,Blue Line,,,,,E,4EG1,40.0,CARRIER,LONG,6
2025,5,IS REY,NL RTM,JOR505,Blue Line,,,,,F,LNRB,45.0,LEASED,PURCHASE,1
2025,5,IS REY,NL RTM,JOR505,Blue Line,,,,,E,22G1,20.0,LEASED,,1
2025,5,IS REY,SE HEL,DET504,Red Line,,,,,F,45G1,40.0,CARRIER,LONG,24
2025,5,IS REY,SE HEL,DET504,Red Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,IS REY,SE HEL,DET504,Red Line,,,,,F,45G1,40.0,LEASED,MASTER,2
2025,5,IS REY,US PWM,BAK505,Green Line,,,,,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,IS REY,US PWM,BAK505,Green Line,,,,,F,22G1,20.0,CARRIER,LONG,1
2025,5,IS REY,US PWM,BAK505,Green Line,,,,,F,LNRB,45.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,IS REY,US PWM,BAK505,Green Line,,,,,F,45R1,40.0,CARRIER,LONG,3
2025,5,IS RFJ,DE BRV,DET504,Red Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,4
2025,5,IS RFJ,DE BRV,DET504,Red Line,,,,,F,45R1,40.0,CARRIER,LONG,2
2025,5,IS RFJ,DK AAR,DET504,Red Line,,,,,E,22G1,20.0,CARRIER,CABOTAGE,1
2025,5,IS RFJ,DK AAR,DET504,Red Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,IS RFJ,FO THO,DET504,Red Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,IS RFJ,FO THO,DET504,Red Line,FO THO,GB IMM,SKO505,Yellow Line,F,45R1,40.0,CARRIER,LONG,1
2025,5,IS VES,DK AAR,SKO505,Yellow Line,,,,,F,4EG1,40.0,CARRIER,LONG,1
2025,5,IS VES,DK AAR,SKO505,Yellow Line,,,,,E,42P3,40.0,CARRIER,LONG,1
2025,5,IS VES,FO THO,SKO505,Yellow Line,FO THO,IS REY,LAG504,Yellow Line,F,45R1,40.0,CARRIER,LONG,1
2025,5,IS VES,PL SWI,SKO505,Yellow Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,NL RTM,GB TEE,VED504,Blue Line,,,,,E,22G1,20.0,CARRIER,CABOTAGE,3
2025,5,NL RTM,GB TEE,VED504,Blue Line,,,,,E,22G1,20.0,CARRIER,LONG,1
2025,5,NL RTM,IS GRT,VED504,Blue Line,,,,,E,22G1,20.0,CARRIER,CABOTAGE,7
2025,5,NL RTM,IS GRT,VED504,Blue Line,,,,,F,22GB,20.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,NL RTM,IS GRT,VED504,Blue Line,,,,,F,22G1,20.0,CARRIER,LONG,1
2025,5,NL RTM,IS GRT,VED504,Blue Line,,,,,E,42P3,40.0,CARRIER,LONG,1
2025,5,NL RTM,IS GRT,VED504,Blue Line,,,,,E,45P3,40.0,CARRIER,LONG,4
2025,5,NL RTM,IS GRT,VED504,Blue Line,,,,,E,22G1,20.0,CARRIER,LONG,12
2025,5,NL RTM,IS GRT,VED504,Blue Line,,,,,E,22G1,20.0,CARRIER,PURCHASE_AGREEMENT,16
2025,5,NL RTM,IS GRT,VED504,Blue Line,,,,,E,45P3,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,NL RTM,IS REY,VED504,Blue Line,IS REY,US PWM,VIV506,Green Line,F,22G1,20.0,CARRIER,PURCHASE_AGREEMENT,3
2025,5,NL RTM,IS REY,VED504,Blue Line,IS REY,IS VES,SKO507,Yellow Line,F,4EG1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,NL RTM,IS REY,VED504,Blue Line,,,,,F,45P3,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,NL RTM,IS REY,VED504,Blue Line,IS REY,US PWM,BAK508,Green Line,F,22G1,20.0,CARRIER,CABOTAGE,1
2025,5,NL RTM,IS REY,VED504,Blue Line,,,,,F,45G1,40.0,CARRIER,CABOTAGE,10
2025,5,NL RTM,IS REY,VED504,Blue Line,IS REY,US PWM,VIV506,Green Line,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,5,NL RTM,IS REY,VED504,Blue Line,,,,,F,45G1,40.0,CARRIER,LONG,27
2025,5,NL RTM,IS REY,VED504,Blue Line,IS REY,US PWM,BAK508,Green Line,F,22G1,20.0,CARRIER,LONG,8
2025,5,NL RTM,IS REY,VED504,Blue Line,,,,,F,LNRB,45.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,NL RTM,IS REY,VED504,Blue Line,IS REY,US PWM,VIV506,Green Line,F,45R1,40.0,CARRIER,LONG,6
2025,5,NL RTM,IS REY,VED504,Blue Line,IS REY,SE HEL,TUK505,Red Line,F,45R1,40.0,CARRIER,LONG,1
2025,5,NL RTM,IS REY,VED504,Blue Line,IS REY,US PWM,AVA507,Green Line,F,45R1,40.0,CARRIER,LONG,1
2025,5,NL RTM,IS REY,VED504,Blue Line,,,,,F,45G1,40.0,LEASED,ONEWAY,2
2025,5,NL RTM,IS REY,VED504,Blue Line,,,,,F,45G1,40.0,LEASED,ONEWAY,1
2025,5,NL RTM,IS REY,VED504,Blue Line,,,,,F,EMKD,26.0,SHIPPER,,1
2025,5,NL RTM,IS REY,VED504,Blue Line,,,,,F,22K2,20.0,SHIPPER,,1
2025,5,NL RTM,IS REY,VED504,Blue Line,,,,,F,45R1,40.0,LEASED,ONEWAY,1
2025,5,NL RTM,IS REY,VED504,Blue Line,,,,,F,22R1,20.0,LEASED,PURCHASE,2
2025,5,NO FRK,FO THO,LAG504,Yellow Line,,,,,F,22G1,20.0,CARRIER,CABOTAGE,1
2025,5,NO FRK,IS REY,LAG504,Yellow Line,IS REY,IS GRT,VED506,Blue Line,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,NO FRK,IS REY,LAG504,Yellow Line,IS REY,CA HAL,VIV509,Green Line,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,NO FRK,IS REY,LAG504,Yellow Line,IS REY,CA NWP,VIV506,Green Line,F,22G1,20.0,CARRIER,PURCHASE_AGREEMENT,2
2025,5,NO FRK,IS REY,LAG504,Yellow Line,,,,,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,5,NO FRK,IS REY,LAG504,Yellow Line,,,,,F,42P3,40.0,CARRIER,LONG,1
2025,5,NO FRK,IS REY,LAG504,Yellow Line,,,,,F,45R1,40.0,CARRIER,LONG,1
2025,5,NO FRK,IS REY,LAG504,Yellow Line,,,,,F,22G1,20.0,LEASED,MASTER,1
2025,5,NO FRK,IS REY,LAG504,Yellow Line,,,,,E,42U1,40.0,CARRIER,LONG,4
2025,5,NO FRK,IS REY,LAG504,Yellow Line,,,,,E,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,SE HEL,IS REY,BRU503,Red Line,,,,,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,3
2025,5,SE HEL,IS REY,BRU503,Red Line,,,,,F,22G1,20.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,SE HEL,IS REY,BRU503,Red Line,,,,,F,42G1,40.0,CARRIER,LONG,1
2025,5,SE HEL,IS REY,BRU503,Red Line,,,,,F,45R1,40.0,CARRIER,LONG,3
2025,5,US PWM,CA HAL,AVA504,Green Line,,,,,E,42P3,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,US PWM,IS REY,AVA504,Green Line,,,,,E,22G1,20.0,LEASED,ONEWAY,1
2025,5,US PWM,IS REY,AVA504,Green Line,IS REY,DE BRV,BRU506,Red Line,F,22G1,20.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,US PWM,IS REY,AVA504,Green Line,,,,,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,US PWM,IS REY,AVA504,Green Line,IS REY,DE BRV,BRU506,Red Line,F,22G1,20.0,CARRIER,CABOTAGE,1
2025,5,US PWM,IS REY,AVA504,Green Line,IS REY,NL RTM,JOR507,Blue Line,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,5,US PWM,IS REY,AVA504,Green Line,IS REY,DE BRV,BRU506,Red Line,F,45G1,40.0,CARRIER,LONG,1
2025,5,US PWM,IS REY,AVA504,Green Line,IS REY,NL RTM,JOR507,Blue Line,F,45G1,40.0,CARRIER,LONG,7
2025,5,US PWM,IS REY,AVA504,Green Line,IS REY,GB IMM,SKO507,Yellow Line,F,22G1,20.0,CARRIER,LONG,1
2025,5,US PWM,IS REY,AVA504,Green Line,,,,,F,22G1,20.0,CARRIER,LONG,1
2025,5,US PWM,IS REY,AVA504,Green Line,IS REY,NL RTM,JOR507,Blue Line,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,5,US PWM,IS REY,AVA504,Green Line,,,,,E,45R1,40.0,CARRIER,LONG,13
2025,6,CA HAL,IS REY,AVA504,Green Line,,,,,E,22G1,20.0,CARRIER,CABOTAGE,4
2025,6,CA HAL,IS REY,AVA504,Green Line,,,,,F,42P3,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,6,CA HAL,IS REY,AVA504,Green Line,IS REY,GB IMM,SKO507,Yellow Line,F,45G1,40.0,CARRIER,CABOTAGE,1
2025,6,CA HAL,IS REY,AVA504,Green Line,,,,,F,22G1,20.0,CARRIER,LONG,1
2025,6,CA HAL,IS REY,AVA504,Green Line,IS REY,DK AAR,TUK508,Red Line,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,6,CA HAL,IS REY,AVA504,Green Line,,,,,E,22G1,20.0,CARRIER,LONG,7
2025,6,CA HAL,IS REY,AVA504,Green Line,,,,,E,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,6,CA HAL,IS REY,AVA504,Green Line,,,,,E,22G1,20.0,CARRIER,PURCHASE_AGREEMENT,2
2025,6,DE BRV,DK AAR,DET504,Red Line,,,,,E,LNRB,45.0,CARRIER,PURCHASE_AGREEMENT,1
2025,6,DE BRV,DK AAR,DET504,Red Line,,,,,E,45R1,40.0,CARRIER,LONG,4
2025,6,DE BRV,IS REY,DET504,Red Line,,,,,F,45P3,40.0,CARRIER,LONG,1
2025,6,DE BRV,IS REY,DET504,Red Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,6,DE BRV,IS REY,DET504,Red Line,,,,,F,45G1,40.0,LEASED,ONEWAY,1
2025,6,DE BRV,IS REY,DET504,Red Line,,,,,E,45P3,40.0,CARRIER,LONG,1
2025,6,DE BRV,SE HEL,DET504,Red Line,,,,,E,45R1,40.0,CARRIER,LONG,4
2025,6,DK AAR,FO THO,SKO505,Yellow Line,,,,,F,45G1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,6,DK AAR,FO THO,DET504,Red Line,,,,,F,45G1,40.0,CARRIER,LONG,1
2025,6,DK AAR,FO THO,SKO505,Yellow Line,,,,,F,42P3,40.0,CARRIER,LONG,1
2025,6,DK AAR,FO THO,SKO505,Yellow Line,,,,,F,4EG1,40.0,CARRIER,LONG,1
2025,6,DK AAR,FO THO,SKO505,Yellow Line,,,,,F,45R1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,6,DK AAR,FO THO,SKO505,Yellow Line,,,,,F,45R1,40.0,LEASED,ONEWAY,10
2025,6,DK AAR,IS REY,DET504,Red Line,,,,,F,22B0,20.0,CARRIER,PURCHASE_AGREEMENT,1
2025,6,DK AAR,IS REY,DET504,Red Line,,,,,F,4EG1,40.0,CARRIER,PURCHASE_AGREEMENT,1
2025,6,DK AAR,IS REY,DET504,Red Line,IS REY,CA HAL,VIV509,Green Line,F,45G1,40.0,CARRIER,CABOTAGE,1
